0	0	0	100	135.0	641.94600330592	0.0
2	0	0	100	134.7	-4.031434063821607	0.007751584053039551
5	0	0	100	133.79999999999998	-13.18631790744467	0.014203484853108723
10	0	0	100	132.6	-17.529952145111068	0.02131272852420807
16	0	0	100	130.79999999999998	-38.87934742306266	0.019151127338409422
24	0	0	100	128.7	-42.905345608651174	0.025186255574226376
34	0	0	100	126.3	-35.190066280728246	0.04186787605285645
45	0	0	100	123.3	-33.64378990599031	0.06343006491661073
54	0	0	100	120.3	-49.23932286163743	0.04913642803827921
63	0	0	100	117.0	-60.35285561049629	0.049172624945640564
74	0	0	100	114.0	-60.38271285019147	0.04916556179523468
86	0	0	100	111.0	-58.95181874402653	0.054835269848505654
99	0	0	100	106.8	-32.58217975607862	0.1499413698911667
111	0	0	100	103.8	-57.88760075080048	0.06455277999242147
121	0	0	100	99.6	-76.60229597161344	0.07268602848052978
132	0	0	100	96.6	-65.460311514811	0.06427770952383677
144	0	0	100	93.3	-61.18848836900877	0.07966163456439972
155	0	0	100	89.39999999999999	-43.53369421157685	0.13877501090367636
168	0	0	100	85.8	-78.47888483487698	0.07422378659248352
179	0	0	100	82.5	-66.66860875093924	0.08336840470631918
190	0	0	100	79.2	-70.72808437576649	0.0815535306930542
203	0	0	100	75.3	-47.341418351045355	0.1490282416343689
216	0	0	100	72.0	-65.06648615106899	0.09469587405522664
227	0	0	13.714587831469712	68.39999999999999	-67.5465657460343	0.10247251788775126
244	0	0	-100	63.599999999999994	-76.58206550268173	0.12381779154141744
254	0	0	100	60.0	-51.57142505840404	0.14132503271102903
264	0	0	100	57.0	-35.535312457638604	0.1748260974884033
276	0	0	100	54.0	-43.01585543453736	0.1474908351898193
290	0	0	-100	49.8	-61.59812017455522	0.14703731536865233
297	0	0	-69.2311623605817	46.5	-51.46614907525154	0.14073705871899922
303	0	0	77.69173242688197	44.699999999999996	-39.38683444454879	0.10194819470246633
309	0	0	68.21879446267653	42.9	-38.25174646602827	0.106596440076828
315	0	0	100	41.1	-19.70729690363201	0.20992647310098012
322	0	0	61.27037877476892	39.3	-35.14878069219811	0.11932609279950458
329	0	0	-100	36.9	-52.00302523092183	0.1089359700679779
335	0	0	2.9451057616144003	34.8	-34.73913578494013	0.1444096565246582
340	0	0	100	33.6	-23.505402376148844	0.12332862218221029
344	0	0	100	32.4	-23.412900164671075	0.12514468431472778
350	0	0	77.02430975034375	30.599999999999998	-25.406166333515053	0.17476072311401367
358	0	0	-100	28.5	-41.29413220815753	0.12664228677749634
364	0	0	-100	26.7	-35.714441416893735	0.12661778132120768
367	0	0	-59.354820731948855	25.2	-29.465969763390095	0.1289387583732605
368	0	0	100	24.599999999999998	-9.900165226832838	0.1546831647555033
368	0	0	100	24.599999999999998	0.0	0.13039830923080445
370	0	0	100	24.3	-5.928177295341475	0.13108301162719727
374	0	0	96.07129139043604	23.4	-16.84324150670629	0.13941051661968232
381	0	0	-100	21.3	-30.83787916981766	0.1788993000984192
385	0	0	-100	19.8	-34.25375669672024	0.11576183636983237
388	0	0	6.340213051139025	18.9	-18.58682974386245	0.1287425935268402
390	0	0	100	18.3	-9.940993553280242	0.16135487556457517
