1	0	0
7	-4	-11
17	-12	-31
28	-23	-55
44	-27	-71
60	-26	-83
78	-28	-87
98	-37	-89
114	-46	-88
131	-52	-86
149	-50	-83
166	-51	-79
182	-56	-76
200	-66	-76
220	-71	-76
235	-69	-76
254	-70	-76
269	-75	-76
283	-82	-76
302	-85	-76
318	-81	-76
332	-81	-76
350	-85	-76
366	-93	-76
381	-98	-76
396	-97	-76
410	-99	-76
420	-104	-76
428	-109	-76
431	-109	-76
434	-104	-76
438	-102	-76
442	-105	-76
444	-111	-76
445	-115	-76
446	-111	-76
446	-111	-76
447	-116	-76
448	-124	-76
450	-128	-76
449	-125	-76
449	-124	-76
450	-129	-76
450	-137	-76
451	-141	-76
450	-140	-76
450	-139	-76
451	-143	-76
451	-153	-76
451	-157	-76
451	-152	-76
451	-149	-76
451	-153	-76
451	-160	-76
451	-163	-76
451	-160	-76
451	-159	-76
451	-165	-76
451	-173	-76
451	-177	-76
451	-176	-76
451	-173	-76
451	-173	-76
451	-179	-76
451	-180	-76
451	-177	-76
451	-175	-76
451	-178	-76
451	-186	-76
451	-189	-76
451	-187	-76
451	-183	-76
451	-184	-76
451	-192	-76
451	-195	-76
451	-193	-76
451	-187	-76
451	-183	-76
451	-185	-76
451	-192	-76
451	-195	-76
451	-191	-76
451	-185	-76
451	-182	-76
451	-185	-76
451	-192	-76
451	-195	-76
451	-193	-76
451	-190	-76
451	-191	-76
451	-198	-76
451	-201	-76
451	-199	-76
451	-197	-76
451	-199	-76
451	-206	-76
451	-209	-76
451	-206	-76
451	-198	-76
451	-194	-76
451	-199	-76
451	-207	-76
451	-210	-76
451	-207	-76
451	-206	-76
451	-210	-76
451	-211	-76
451	-205	-76
451	-203	-76
451	-205	-76
451	-213	-76
451	-215	-76
451	-212	-76
451	-205	-76
451	-200	-76
451	-201	-76
451	-207	-76
451	-209	-76
451	-205	-76
451	-203	-76
451	-207	-76
451	-211	-76
451	-211	-76
451	-206	-76
451	-203	-76
451	-207	-76
451	-215	-76
451	-218	-76
451	-215	-76
451	-214	-76
451	-216	-76
451	-222	-76
