100	44	-33
96	41	-33
88	34	-33
76	24	-33
61	21	-33
48	24	-33
33	25	-33
23	20	-33
18	13	-33
14	2	-33
13	-2	-33
11	-1	-33
8	-2	-33
5	-8	-33
3	-16	-33
3	-20	-33
4	-16	-33
3	-16	-31
1	-23	-27
0	-31	-24
0	-36	-24
1	-34	-24
0	-35	-23
-1	-40	-23
-1	-51	-23
0	-57	-23
0	-59	-23
0	-60	-23
0	-65	-23
0	-73	-23
0	-76	-23
0	-74	-23
0	-74	-23
0	-78	-23
0	-86	-23
0	-94	-23
0	-97	-23
0	-94	-23
0	-93	-23
0	-98	-23
0	-106	-23
0	-111	-23
0	-109	-23
0	-109	-23
0	-113	-23
0	-121	-23
0	-125	-23
0	-123	-23
0	-123	-23
0	-131	-23
0	-142	-23
0	-145	-23
0	-142	-23
0	-140	-23
0	-144	-23
0	-152	-23
0	-156	-23
0	-154	-23
0	-152	-23
0	-154	-23
0	-160	-23
0	-163	-23
0	-160	-23
0	-159	-23
0	-163	-23
0	-170	-23
0	-174	-23
0	-172	-23
0	-166	-23
0	-162	-23
0	-164	-23
0	-169	-23
0	-172	-23
0	-168	-23
0	-168	-23
0	-172	-23
0	-172	-23
0	-168	-23
0	-166	-23
0	-169	-23
0	-176	-23
0	-178	-23
0	-175	-23
0	-174	-23
0	-176	-23
0	-182	-23
0	-186	-23
0	-182	-23
0	-180	-23
0	-180	-23
0	-186	-23
0	-188	-23
0	-184	-23
0	-182	-23
0	-185	-23
0	-189	-23
0	-188	-23
0	-183	-23
0	-180	-23
0	-182	-23
0	-190	-23
0	-190	-23
0	-186	-23
0	-182	-23
0	-186	-23
0	-194	-23
0	-196	-23
0	-193	-23
0	-193	-23
0	-197	-23
0	-198	-23
0	-195	-23
0	-194	-23
0	-196	-23
0	-203	-23
0	-207	-23
0	-204	-23
0	-198	-23
0	-194	-23
0	-196	-23
0	-201	-23
0	-204	-23
0	-201	-23
0	-200	-23
0	-203	-23
0	-210	-23
0	-212	-23
0	-206	-23
0	-204	-23
0	-207	-23
0	-214	-23
0	-216	-23
0	-213	-23
0	-204	-23
0	-200	-23
0	-201	-23
0	-206	-23
0	-208	-23
0	-203	-23
0	-202	-23
0	-209	-23
0	-209	-23
0	-202	-23
0	-198	-23
0	-200	-23
0	-205	-23
0	-207	-23
0	-204	-23
0	-204	-23
0	-207	-23
0	-214	-23
0	-216	-23
0	-214	-23
0	-212	-23
0	-214	-23
0	-220	-23
0	-222	-23
0	-218	-23
0	-217	-23
0	-222	-23
0	-227	-23
0	-228	-23
0	-222	-23
0	-220	-23
0	-224	-23
0	-225	-23
0	-220	-23
0	-219	-23
0	-222	-23
0	-223	-23
0	-218	-23
0	-214	-23
0	-216	-23
0	-222	-23
0	-225	-23
0	-222	-23
0	-218	-23
0	-219	-23
0	-225	-23
0	-228	-23
0	-224	-23
0	-220	-23
0	-220	-23
0	-225	-23
0	-226	-23
0	-220	-23
0	-218	-23
0	-221	-23
0	-226	-23
0	-226	-23
0	-220	-23
0	-217	-23
0	-221	-23
0	-228	-23
0	-232	-23
0	-229	-23
0	-222	-23
0	-218	-23
0	-220	-23
0	-226	-23
0	-229	-23
0	-225	-23
0	-221	-23
0	-221	-23
0	-226	-23
0	-228	-23
0	-224	-23
0	-222	-23
0	-226	-23
0	-230	-23
0	-228	-23
0	-221	-23
0	-218	-23
0	-221	-23
0	-225	-23
0	-225	-23
0	-219	-23
0	-216	-23
0	-218	-23
0	-223	-23
0	-225	-23
0	-222	-23
0	-220	-23
0	-223	-23
0	-223	-23
0	-209	-23
0	-204	-23
0	-207	-23
0	-215	-23
0	-218	-23
0	-216	-23
0	-208	-23
0	-204	-23
0	-208	-23
0	-216	-23
0	-220	-23
0	-217	-23
0	-212	-23
0	-210	-23
