2	1	0
7	5	0
16	7	-9
31	4	-33
44	2	-53
59	4	-69
73	7	-83
88	8	-96
106	4	-108
126	5	-119
141	12	-125
158	16	-128
173	15	-129
190	10	-129
207	9	-129
222	12	-129
239	16	-129
255	15	-129
272	10	-129
289	9	-129
304	12	-129
322	16	-129
338	16	-129
356	11	-129
371	9	-129
382	12	-129
392	18	-129
400	23	-129
408	22	-128
414	17	-128
420	15	-128
423	18	-128
426	25	-128
430	29	-128
433	28	-128
436	24	-128
438	23	-128
439	27	-128
440	28	-128
441	26	-128
443	21	-128
445	20	-128
446	24	-128
445	26	-128
446	23	-128
448	16	-128
450	18	-128
450	29	-128
450	34	-128
450	31	-128
450	25	-128
451	22	-128
450	25	-128
450	33	-128
451	38	-128
451	37	-128
451	32	-128
451	30	-128
450	34	-128
451	35	-128
452	32	-128
452	24	-128
451	23	-128
452	26	-128
452	28	-128
452	25	-128
452	25	-128
452	31	-128
452	34	-128
452	32	-128
452	25	-128
452	22	-128
452	25	-128
452	32	-128
452	37	-128
452	36	-128
452	30	-128
452	28	-128
452	31	-128
452	40	-128
452	47	-128
452	46	-128
452	40	-128
452	42	-128
452	50	-128
452	53	-128
452	52	-128
452	44	-128
452	42	-128
452	44	-128
452	48	-128
452	47	-128
452	42	-128
452	41	-128
452	45	-128
452	47	-128
452	42	-128
452	34	-128
452	30	-128
452	32	-128
452	40	-128
452	43	-128
452	42	-128
452	36	-128
452	34	-128
452	37	-128
452	38	-128
452	35	-128
452	28	-128
452	26	-128
452	30	-128
452	38	-128
452	43	-128
452	42	-128
452	37	-128
452	35	-128
452	38	-128
452	39	-128
452	36	-128
452	36	-128
452	40	-128
452	42	-128
452	39	-128
452	34	-128
452	32	-128
452	34	-128
452	36	-128
452	33	-128
452	33	-128
452	38	-128
452	41	-128
452	38	-128
452	31	-128
452	28	-128
452	35	-128
452	35	-128
452	27	-128
452	24	-128
452	29	-128
452	31	-128
452	28	-128
452	22	-128
452	22	-128
452	27	-128
452	29	-128
452	27	-128
452	21	-128
452	20	-128
452	25	-128
452	27	-128
452	24	-128
452	19	-128
452	18	-128
452	22	-128
452	26	-128
452	25	-128
452	20	-128
452	18	-128
452	21	-128
452	24	-128
452	23	-128
452	18	-128
452	16	-128
452	22	-128
452	26	-128
452	26	-128
452	20	-128
452	18	-128
452	22	-128
452	25	-128
452	25	-128
452	20	-128
452	18	-128
452	22	-128
452	23	-128
452	19	-128
452	18	-128
452	23	-128
452	25	-128
452	22	-128
452	16	-128
452	16	-128
452	22	-128
452	24	-128
452	22	-128
452	15	-128
