12.420383214950562	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 125	Blue: 65	
12.447071552276611	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 125	Blue: 63	
12.470475435256958	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 239	Green: 127	Blue: 62	
12.495506763458252	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 234	Green: 125	Blue: 65	
12.519810676574707	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 125	Blue: 66	
12.545684337615967	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 235	Green: 125	Blue: 60	
12.568949699401855	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 126	Blue: 65	
12.592623949050903	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 126	Blue: 65	
12.617539167404175	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 235	Green: 124	Blue: 65	
12.64141297340393	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 124	Blue: 64	
12.666288614273071	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 238	Green: 125	Blue: 66	
12.69632601737976	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 126	Blue: 65	
12.720672369003296	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 124	Blue: 66	
12.745043277740479	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 126	Blue: 67	
12.770015716552734	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 124	Blue: 67	
12.799891948699951	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 125	Blue: 66	
12.834408044815063	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 126	Blue: 66	
12.866592407226562	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 125	Blue: 63	
12.892367362976074	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 232	Green: 125	Blue: 66	
12.916417837142944	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 124	Blue: 66	
12.942581176757812	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 235	Green: 125	Blue: 66	
12.9676833152771	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 126	Blue: 66	
12.99575400352478	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 122	Blue: 66	
13.019843101501465	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 124	Blue: 67	
13.056346654891968	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 126	Blue: 66	
13.085667848587036	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 126	Blue: 66	
13.111945867538452	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 234	Green: 123	Blue: 67	
13.136363983154297	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 126	Blue: 67	
13.162455558776855	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 126	Blue: 67	
13.185904264450073	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 124	Blue: 70	
13.21043610572815	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 235	Green: 125	Blue: 69	
13.235158920288086	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 126	Blue: 66	
13.259151697158813	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 126	Blue: 67	
13.283197164535522	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 126	Blue: 65	
13.307368040084839	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 236	Green: 125	Blue: 65	
13.333717823028564	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 124	Blue: 67	
13.358345746994019	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 125	Blue: 66	
13.383741617202759	(-0.0763, ',', 0.0053, ',', 0.1332)	-364	142	-139	Red: 237	Green: 125	Blue: 66	
