90	49	-32	-100	-27.0	-237.3507375410269	0.0
86	49	-32	-100	-26.4	6.239295489706057	-0.0020034313201904297
78	49	-32	100	-24.0	31.233763380806106	-0.003166089455286662
74	49	-32	2.888822870353126	-22.5	22.705296435840804	-0.003945481777191162
71	49	-32	-1.2849405068218482	-21.599999999999998	21.513664341403366	-0.0032246947288513184
68	49	-32	-38.096724518105816	-20.7	18.04933298906963	-0.00467468798160553
66	49	-32	-100	-20.099999999999998	7.248179445970933	-0.009082740545272826
63	49	-32	-88.79967594940794	-19.2	13.019319592748944	-0.008657006422678628
60	49	-32	15.844928372885988	-18.3	19.4108848574602	-0.00649334987004598
55	49	-32	83.62336780282227	-17.099999999999998	22.93661444234818	-0.008065706491470337
52	49	-32	-14.683454947522787	-15.899999999999999	14.890050943429717	-0.01348775327205658
51	49	-32	-100	-15.6	6.360788595693054	-0.008472045262654623
48	49	-32	-5.034544170700473	-14.7	14.361103882763816	-0.012011611461639404
45	49	-32	57.9756888484205	-13.799999999999999	17.851140619679946	-0.010235106945037842
43	49	-32	-23.835228951901293	-13.2	11.54978383588049	-0.011099293828010559
42	49	-32	18.856234894946795	-12.6	13.923925239849948	-0.009645667672157288
40	49	-32	-88.37792972022848	-12.299999999999999	6.151449020298017	-0.011390721797943116
39	49	-32	-100	-12.0	3.4949038429490384	-0.020863711833953857
36	49	-32	21.952512126867983	-11.4	12.94178777500077	-0.0116976797580719
33	49	-32	100	-10.2	23.021592842636807	-0.013610410690307618
32	49	-32	1.4519730722474922	-9.6	9.717810060007878	-0.016607536872227987
32	49	-32	-100	-9.6	0.0	-0.01831507086753845
31	49	-32	-38.52063158970512	-9.299999999999999	6.627957397048133	-0.012845418850580851
28	49	-32	-41.05675889244812	-9.0	6.152531831250367	-0.014187926054000854
26	49	-32	92.83364072558693	-8.1	14.58888347826087	-0.018378719687461853
24	49	-32	100	-7.199999999999999	18.935909706546276	-0.014456659555435179
25	49	-32	-100	-7.5	-6.638657803102247	-0.013996303081512451
26	49	-32	-100	-7.8	-4.545192891200694	-0.02082480986913045
25	49	-32	-100	-7.8	0.0	-0.015226617455482481
22	49	-32	29.394535859882247	-7.199999999999999	9.269999557971975	-0.021200408538182575
20	49	-32	100	-6.3	18.350997549877494	-0.016336532433827718
20	49	-32	-18.560369688823148	-6.0	4.727787546778484	-0.02144531408945719
20	49	-32	-86.33197465620219	-6.0	0.0	-0.01733863353729248
19	49	-32	-15.954795365615723	-5.7	4.610543903618696	-0.022593140602111816
17	49	-32	8.295690545918946	-5.3999999999999995	5.9958029562283786	-0.01759332517782847
16	49	-32	61.63603206998236	-4.8	9.11943991476964	-0.02340847949186961
16	49	-32	-69.09942478725411	-4.8	0.0	-0.016229907671610515
15	49	-32	-69.13105149351199	-4.8	0.0	-0.01843428909778595
14	49	-32	74.40064515988304	-4.2	9.409121295735469	-0.0233963280916214
12	49	-32	100	-3.5999999999999996	11.689810479375696	-0.018998026847839355
13	49	-32	-51.89152436071694	-3.5999999999999996	0.0	-0.016839247941970822
13	49	-32	-100	-3.9	-5.801731817301574	-0.01942667067050934
11	49	-32	10.16816072586131	-3.5999999999999996	4.334929100004134	-0.02620829741160075
10	49	-32	100	-3.0	12.20303162549824	-0.018756723403930663
10	49	-32	23.90115464341014	-2.6999999999999997	4.392125324620927	-0.02621484597524007
10	49	-32	-100	-3.0	-7.180060257463708	-0.016122968991597493
10	49	-32	-43.329096764026794	-3.0	0.0	-0.020038044452667235
9	49	-32	-43.31821188979147	-3.0	0.0	-0.01927936871846517
6	49	-32	57.500349179321276	-2.4	6.444348160098333	-0.03657382229963938
5	49	-32	-100	-82.2	-590.8624569413167	0.0
5	47	-32	-100	-81.89999999999999	3.296786769791863	-0.005771613121032714
4	42	-32	-100	-81.0	8.644484748557296	-0.01318277915318807
4	36	-32	-100	-79.5	22.981480263878844	-0.012343876560529073
5	29	-32	-100	-77.1	32.62970612832331	-0.01842220425605774
5	22	-32	-100	-75.3	34.21128874388255	-0.01630796988805135
4	15	-32	-100	-73.2	34.209694258016405	-0.02259349822998047
4	8	-32	-100	-71.1	31.456381246250107	-0.02834171454111735
4	2	-32	-100	-69.0	51.32530592266275	-0.019614809751510618
4	-7	-32	-100	-66.89999999999999	46.59006633025485	-0.024008157849311828
5	-16	-32	-100	-64.2	35.30558922558922	-0.044681310653686516
4	-25	-32	40.02950679762694	-61.5	64.31666325904723	-0.026606635252634684
4	-32	-32	-100	-59.099999999999994	45.93728711461585	-0.035592001676559445
4	-39	-32	-100	-56.699999999999996	28.832776517495017	-0.06050213177998861
4	-46	-32	-62.055123038992086	-54.6	50.30692573935095	-0.03216781516869863
4	-54	-32	-100	-52.5	42.71806780154227	-0.03995349506537119
4	-60	-32	-100	-50.699999999999996	36.418372840149345	-0.04217193722724914
4	-72	-32	-100	-48.3	36.44922983336592	-0.05875752866268158
4	-94	-32	-100	-42.9	28.8790984829359	-0.17382814089457194
4	-103	-32	100	-37.8	77.55570928234245	-0.0633084346850713
4	-112	-32	100	-34.5	63.72913420630974	-0.05136212706565857
4	-115	-32	-100	-33.3	25.51745452333151	-0.0478974978129069
4	-118	-32	-100	-32.699999999999996	13.327944073721003	-0.04700858394304912
4	-122	-32	-90.527988716631	-31.5	25.241042306072096	-0.050843119621276855
4	-127	-32	-100	-30.299999999999997	21.05415756845619	-0.06233923137187958
4	-132	-32	100	-28.5	36.91844027814453	-0.05446690917015076
4	-138	-32	-100	-27.0	20.069208390751797	-0.08513940970102946
4	-142	-32	0.04899411240891206	-25.8	25.8572467788669	-0.05383188923199971
4	-146	-32	82.59901097353142	-24.3	30.115917054397148	-0.05876598954200745
4	-148	-32	-75.50554647036446	-23.4	18.196546637744035	-0.05928322672843933
4	-150	-32	-100	-22.8	9.804357176250583	-0.07445669174194336
4	-154	-32	-5.488101317475686	-21.9	21.568980767252906	-0.05150142908096313
4	-157	-32	65.67928667500591	-20.7	25.3371028150296	-0.059256533781687416
4	-158	-32	-100	-20.099999999999998	9.864540558338625	-0.07707178791364035
4	-161	-32	-100	-19.8	4.07514671019393	-0.09442400336265563
4	-164	-32	-22.762342996578194	-18.9	17.380672965357203	-0.06720827221870422
4	-168	-32	95.99359455028176	-17.7	24.45515713369483	-0.06440359354019165
4	-170	-32	-30.017850525122096	-16.8	14.78846343699316	-0.08070761859416961
